Point,NORTHING,EASTING,Elev_ft,Elev_m
1,250514,2359162,3870,1180
2,250513,2359163,3628,1106
3,250508,2359164,3380,1030
4,250503,2359163,3216,980
5,250498,2359160,3018,920
6,250497,2359160,3000,914
7,250491,2359154,2782,848
8,250487,2359148,2563,781
9,250487,2359148,2343,714
10,250485,2359143,2128,649
11,250484,2359139,2000,610
12,250484,2359137,1914,583
13,250480,2359130,1698,518
14,250477,2359127,1585,483
15,250473,2359125,1492,455
16,250469,2359123,1398,426
17,250466,2359119,1304,397
18,250462,2359114,1198,365
20,250454,2359105,1000,305
21,250452,2359103,972,296
22,250450,2359102,940,287
23,250449,2359100,909,277
24,250448,2359098,877,267
25,250447,2359096,845,258
26,250446,2359093,815,248
27,250446,2359090,783,239
28,250445,2359088,751,229
29,250445,2359085,720,219
30,250444,2359079,657,200
31,250444,2359076,625,190
32,250445,2359073,594,181
33,250445,2359070,563,172
34,250446,2359067,531,162
35,250448,2359064,500,152
36,250449,2359061,469,143
37,250451,2359058,437,133
38,250454,2359055,407,124
39,250461,2359047,327,100
40,250464,2359044,296,90
41,250467,2359041,265,81
42,250472,2359037,223,68
44,250480,2359030,161,49
45,250484,2359027,130,40
46,250493,2359019,69,21
47,250498,2359014,38,12
48,250502,2359010,8,2
49,250504,2359008,0,0
50,250507,2359005,-22,-7
51,250512,2358999,-51,-16
52,250517,2358993,-81,-25
53,250522,2358987,-111,-34
54,250528,2358980,-140,-43
55,250534,2358973,-169,-52
56,250540,2358966,-200,-61
57,250546,2358958,-230,-70
58,250553,2358951,-260,-79
59,250571,2358930,-339,-103
60,250585,2358916,-398,-121
61,250599,2358902,-456,-139
62,250621,2358880,-546,-166
63,250644,2358858,-636,-194
64,250665,2358837,-724,-221
65,250685,2358817,-812,-247
66,250698,2358803,-870,-265
67,250711,2358790,-929,-283
68,250726,2358773,-1000,-305
69,250729,2358769,-1017,-310
70,250748,2358748,-1108,-338
71,250766,2358729,-1196,-365
72,250786,2358709,-1286,-392
73,250805,2358690,-1376,-419
74,250823,2358671,-1462,-446
75,250839,2358655,-1538,-469
76,250862,2358633,-1643,-501
77,250881,2358615,-1734,-529
78,250898,2358598,-1820,-555
79,250920,2358578,-1928,-588
80,250935,2358565,-2000,-610
81,250939,2358561,-2021,-616
82,250956,2358544,-2113,-644
83,250972,2358526,-2205,-672
84,250983,2358515,-2267,-691
85,250994,2358503,-2330,-710
86,251010,2358486,-2423,-739
87,251019,2358475,-2478,-755
88,251021,2358474,-2486,-758
89,251041,2358451,-2606,-794
90,251062,2358427,-2729,-832
91,251090,2358396,-2886,-880
92,251101,2358382,-2958,-902
93,251107,2358376,-3000,-914
94,251113,2358370,-3040,-927
95,251133,2358345,-3170,-966
96,251168,2358293,-3352,-1022
97,251182,2358274,-3411,-1040
98,251195,2358254,-3471,-1058
99,251214,2358224,-3564,-1086
100,251223,2358208,-3614,-1102
101,251246,2358171,-3735,-1138
102,251247,2358169,-3741,-1140
103,251263,2358143,-3830,-1167
104,251277,2358117,-3917,-1194
105,251295,2358085,-4034,-1230
106,251312,2358055,-4156,-1267
107,251324,2358033,-4250,-1295
108,251334,2358010,-4344,-1324
109,251352,2357963,-4537,-1383
110,251361,2357935,-4661,-1421
111,251369,2357908,-4785,-1458
112,251374,2357884,-4911,-1497
113,251377,2357868,-5000,-1524
114,251378,2357859,-5049,-1539
115,251387,2357811,-5329,-1624
